activity_id,customer_id,activity_timestamp,activity_type,device_type,platform,session_duration
ACT045267,CUST49328,2028-07-31,View Account,Desktop,Windows,3.82
ACT045268,CUST33299,2023-12-24,Login,Mobile,Windows,8.15
ACT045269,CUST37974,2025-02-10,Withdrawal,Tablet,Android,9.95
ACT045270,CUST19798,2027-02-17,Payment,Desktop,iOS,16.1
ACT045271,CUST20652,2026-03-06,Deposit,Mobile,Web,8.61
ACT045272,CUST35005,2026-07-27,View Account,Mobile,Android,18.07
ACT045273,CUST35522,2026-05-26,View Account,Mobile,Windows,3.43
ACT045274,CUST35190,2025-05-15,Withdrawal,Tablet,Android,9.61
ACT045275,CUST06881,2024-04-29,View Account,Tablet,iOS,9.38
ACT045276,CUST38143,2027-10-01,View Account,Mobile,iOS,2.7
ACT045277,CUST05323,2026-08-29,Login,Desktop,Android,8.93
ACT045278,CUST12729,2025-09-04,Login,Mobile,Android,7.67
ACT045279,CUST19467,2024-03-24,Login,Mobile,Android,85.77
ACT045280,CUST29454,2027-05-14,Login,Mobile,Web,
ACT045281,CUST19240,2025-08-30,Transfer,Desktop,Android,34.65
ACT045282,CUST39448,2028-01-10,Logout,Mobile,Android,8.58
ACT045283,CUST32158,2027-01-06,Login,Mobile,Android,6.87
ACT045284,CUST42270,2025-08-22,Login,Desktop,Android,4.14
ACT045285,CUST25320,2025-12-17,View Account,,Android,20.01
ACT045286,CUST25667,2026-08-25,View Account,Mobile,Web,13.5
ACT045287,CUST39539,2027-03-28,Logout,Tablet,Android,13.92
ACT045288,CUST27718,2025-05-01,Login,Mobile,Android,7.72
ACT045289,CUST13584,2024-06-09,Payment,Mobile,iOS,21.32
ACT045290,CUST35509,2026-09-26,View Account,Mobile,iOS,9.72
ACT045291,CUST16116,2024-12-31,Login,Desktop,iOS,9.16
ACT045292,CUST00250,2026-12-10,Login,Mobile,iOS,26.07
ACT045293,CUST19895,2027-08-16,View Account,Mobile,Web,11.96
ACT045294,CUST31138,2025-07-22,Payment,Mobile,iOS,15.17
ACT045295,CUST03191,2024-05-08,Login,Mobile,Web,22.98
ACT045296,CUST01045,2025-06-10,Login,Tablet,Android,11.31
ACT045297,CUST43725,2024-12-17,Login,Mobile,Android,8.12
ACT045298,CUST41419,2024-04-13,View Account,Tablet,Windows,14.99
ACT045299,CUST43003,2027-06-20,View Account,Tablet,Web,11.58
ACT045300,CUST11775,2025-11-09,Payment,Desktop,Android,15.91
ACT045301,CUST43067,2028-09-06,View Account,Desktop,Web,24.07
ACT045302,CUST04164,2025-03-10,View Account,Mobile,iOS,47.11
ACT045303,CUST09222,2024-11-23,Logout,Tablet,Android,24.3
ACT045304,CUST28857,2024-11-04,View Account,Mobile,Android,2.66
ACT045305,CUST16041,2028-06-29,Payment,Mobile,Web,55.33
ACT045306,CUST03688,2028-12-02,Profile Update,Mobile,Android,3.58
ACT045307,CUST26476,2025-02-20,View Account,Desktop,Web,40.87
ACT045308,CUST18227,2024-11-04,View Account,Desktop,Web,38.14
ACT045309,CUST48356,2025-03-12,Login,Desktop,Windows,11.85
ACT045310,CUST36469,2024-09-02,View Account,Mobile,Web,75.22
ACT045311,CUST48701,2024-01-27,View Account,Desktop,Web,9.03
ACT045312,CUST21167,2025-10-05,Login,Mobile,iOS,13.22
ACT045313,CUST00290,2026-07-08,Login,Tablet,iOS,33.11
ACT045314,CUST49019,2026-05-09,Payment,Mobile,iOS,64.42
ACT045315,CUST45673,2027-11-25,Login,Mobile,Android,6.7
ACT045316,CUST05838,2026-08-23,,Desktop,iOS,33.31
ACT045317,CUST03794,2025-02-21,Logout,Desktop,iOS,24.2
ACT045318,CUST18355,2028-02-22,Login,Mobile,Android,56.37
ACT045319,CUST43569,2025-03-03,View Account,Desktop,iOS,137.78
ACT045320,CUST26973,2027-08-04,View Account,Tablet,iOS,10.03
ACT045321,CUST45111,2024-12-14,Withdraw,Mobile,iOS,44.21
ACT045322,CUST06236,2026-12-26,Login,Mobile,Android,17.88
ACT045323,CUST35357,2023-11-04,Transfer,Mobile,Android,28.48
ACT045324,CUST00918,2026-06-22,View Account,Tablet,iOS,12.57
ACT045325,CUST24785,2026-03-12,Login,Mobile,Android,9.58
ACT045326,CUST48878,2027-03-14,Payment,Mobile,Android,12.39
ACT045327,CUST40022,2025-12-10,Profile Update,Mobile,Android,
ACT045328,CUST25318,2028-08-17,Logout,Tablet,Windows,27.73
ACT045329,CUST18835,2025-06-29,View Account,Mobile,Web,15.94
ACT045330,CUST11048,2027-06-25,Payment,Mobile,iOS,23.19
ACT045331,CUST49408,2026-11-24,View Account,Mobile,Web,5.66
ACT045332,CUST04806,2024-02-29,,Mobile,iOS,16.77
ACT045333,CUST25977,2023-12-03,Login,Desktop,Web,12.39
ACT045334,CUST20854,2028-12-08,Withdrawal,Desktop,Android,47.19
ACT045335,CUST31002,2028-01-26,View Account,Mobile,Web,3.49
ACT045336,CUST10412,2024-01-25,Transfer,Mobile,Android,6.2
ACT045337,CUST02685,2027-01-14,Login,Mobile,Web,19.7
ACT045338,CUST46277,2026-02-01,Transfer,Mobile,Web,11.08
ACT045339,CUST39119,2027-11-02,View Account,Mobile,Android,8.65
ACT045340,CUST18322,2025-07-14,Login,Mobile,Android,6.24
ACT045341,CUST14080,2026-05-31,Login,Mobile,Android,7.98
ACT045342,CUST20853,2024-08-02,Login,Mobile,Android,4.72
ACT045343,CUST00642,2028-06-06,Login,,Android,9.38
ACT045344,CUST46454,2026-10-28,View Account,Desktop,Android,28.59
ACT045345,CUST25544,2027-02-24,View Account,Mobile,Web,6.79
ACT045346,CUST02923,2027-11-02,Deposit,Desktop,iOS,71.33
ACT045347,CUST22785,2026-02-22,Login,Mobile,iOS,45.67
ACT045348,CUST37656,2026-10-13,View Account,Mobile,Android,6.39
ACT045349,CUST40527,2026-09-26,Login,Mobile,Android,12.11
ACT045350,CUST21571,2027-10-15,View Account,Tablet,Android,4.72
ACT045351,CUST13710,2028-08-28,View Account,Mobile,Web,16.76
ACT045352,CUST44835,2028-07-01,View Account,Mobile,Android,82.48
ACT045353,CUST09550,2025-12-05,Login,Tablet,Windows,6.21
ACT045354,CUST44535,2025-11-04,Withdrawal,TABLET,Android,9.15
ACT045355,CUST36668,2025-12-22,View Account,Mobile,Android,9.34
ACT045356,CUST01184,2026-09-30,Login,Desktop,iOS,32.91
ACT045357,CUST17417,2026-04-28,View Account,Mobile,Web,43.63
ACT045358,CUST15988,2026-05-08,Withdrawal,Mobile,Android,6.36
ACT045359,CUST46255,2025-02-09,Transfer,Mobile,Windows,45.59
ACT045360,CUST42458,2028-02-17,Login,Tablet,Android,8.66
ACT045361,CUST35959,2023-09-06,View Account,Mobile,Web,18.06
ACT045362,CUST23786,2026-05-08,Payment,Mobile,Android,6.28
ACT045363,CUST27752,2028-04-23,View Account,Mobile,Android,8.23
ACT045364,CUST14817,2027-03-13,View Account,Mobile,Android,24.25
ACT045365,CUST48407,2027-05-02,ViewAccount,Mobile,Android,18.16
ACT045366,CUST32247,2026-03-31,Payment,Mobile,Android,18.6
ACT045367,CUST41764,2026-10-31,Logout,Desktop,Web,23.82
ACT045368,CUST08151,2028-12-10,Login,Desktop,iOS,84.0
ACT045369,CUST40780,2025-08-27,Login,Mobile,Android,22.02
ACT045370,CUST34396,2026-12-30,Payment,Mobile,Android,9.44
ACT045371,CUST22802,2023-06-19,View Account,Mobile,Android,9.62
ACT045372,CUST41247,2025-11-15,Transfer,Tablet,iOS,10.11
ACT045373,CUST08156,2027-07-01,View Account,Mobile,Web,40.43
ACT045374,CUST44014,2026-11-27,Payment,Mobile,iOS,37.8
ACT045375,CUST11159,2024-09-07,Logout,Mobile,Windows,10.28
ACT045376,CUST36206,2025-02-03,View Account,Desktop,iOS,4.62
ACT045377,CUST12806,2024-11-14,Login,Tablet,Android,5.01
ACT045378,CUST22913,2027-03-26,,Mobile,Web,13.6
ACT045379,CUST36413,2026-09-16,Transfer,,Android,17.71
ACT045380,CUST26962,2027-01-11,Transfer,Mobile,Web,30.01
ACT045381,CUST47775,2027-01-31,Login,Desktop,Android,8.46
ACT045382,CUST30660,2026-12-23,Logout,Desktop,Android,8.52
ACT045383,CUST49114,2028-01-26,View Account,Mobile,Web,10.22
ACT045384,CUST26701,2024-08-08,View Account,Mobile,Web,1.86
ACT045385,CUST48430,2025-12-12,View Account,Tablet,Web,91.05
ACT045386,CUST18819,2028-02-04,Login,Tablet,Android,36.49
ACT045387,CUST13952,2026-10-27,View Account,Mobile,iOS,
ACT045388,CUST04942,2024-08-21,Logout,Mobile,Android,4.36
ACT045389,CUST30391,2026-05-19,View Account,Mobile,iOS,6.7
ACT045390,CUST16667,2026-09-23,Withdrawal,Desktop,Android,5.74
ACT045391,CUST45412,2026-05-16,Login,Desktop,Android,43.62
ACT045392,CUST21935,2026-09-01,View Account,Mobile,Web,30.1
ACT045393,CUST09758,2027-11-13,View Account,Mobile,iOS,40.76
ACT045394,CUST13623,2024-07-19,View Account,Desktop,Web,10.04
ACT045395,CUST36923,2027-10-02,View Account,Mobile,Web,8.85
ACT045396,CUST32865,2027-01-29,View Account,Mobile,iOS,46.68
ACT045397,CUST25288,2025-09-03,Login,Mobile,Android,19.84
ACT045398,CUST34323,2023-10-08,Login,Mobile,iOS,26.6
ACT045399,CUST19151,2024-06-04,View Account,Mobile,iOS,1.07
ACT045400,CUST35802,2028-03-07,View Account,Desktop,iOS,6.97
ACT045401,CUST27139,2024-09-13,Payment,Tablet,Android,6.71
ACT045402,CUST22352,2027-02-23,Login,Mobile,Android,7.2
ACT045403,CUST41233,2025-04-24,Login,Mobile,Windows,33.26
ACT045404,CUST26667,2024-11-14,Login,Mobile,Windows,7.03
ACT045405,CUST16345,2024-11-01,View Account,Tablet,Web,11.25
ACT045406,CUST49878,2027-02-18,Login,Mobile,Android,2.56
ACT045407,CUST46602,2026-12-08,Login,Mobile,Android,
ACT045408,CUST40865,2027-05-18,Login,Mobile,Windows,27.32
ACT045409,CUST37597,2026-03-24,Login,Mobile,iOS,24.72
ACT045410,CUST35751,2025-07-02,Deposit,Mobile,Android,7.53
ACT045411,CUST00447,2023-12-04,View Account,,Windows,12.12
ACT045412,CUST42646,2025-08-30,View Account,Mobile,Android,16.7
ACT045413,CUST31921,2024-09-08,Profile Update,Mobile,Android,25.45
ACT045414,CUST29274,2027-07-09,Login,Mobile,Android,25.13
ACT045415,CUST07635,2026-06-22,Logout,Mobile,Android,11.39
ACT045416,CUST49089,2027-01-13,View Account,Mobile,Android,23.24
ACT045417,CUST36851,2026-11-06,Logout,Mobile,Android,18.73
ACT045418,CUST41789,2023-11-29,Login,Desktop,iOS,4.21
ACT045419,CUST04503,2025-03-08,Transfer,,Web,2.28
ACT045420,CUST39019,2025-04-10,Transfer,Tablet,Web,13.44
ACT045421,CUST19012,2025-04-20,View Account,Tablet,Web,28.12
ACT045422,CUST37409,2027-07-29,View Account,Mobile,Android,26.53
ACT045423,CUST32052,2023-07-12,View Account,Mobile,Windows,29.03
ACT045424,CUST12198,2027-03-09,Payment,Mobile,Windows,30.5
ACT045425,CUST21036,2027-05-07,Login,Mobile,iOS,36.87
ACT045426,CUST07325,2028-04-07,View Account,Mobile,Android,62.53
ACT045427,CUST19983,2025-10-24,Login,Tablet,iOS,4.77
ACT045428,CUST29871,2025-11-09,Login,Mobile,Android,8.89
ACT045429,CUST10794,2026-09-19,Login,Mobile,Android,9.68
ACT045430,CUST34194,2025-11-13,Withdrawal,Mobile,Android,11.81
ACT045431,CUST13023,2027-10-03,Logout,Mobile,iOS,29.44
ACT045432,CUST47967,2024-11-20,Logout,Desktop,iOS,6.75
ACT045433,CUST30073,2026-05-11,View Account,Mobile,Android,7.2
ACT045434,CUST33792,2024-07-27,Payment,Mobile,Web,19.4
ACT045435,CUST27532,2026-12-28,View Account,Desktop,Android,34.06
ACT045436,CUST10020,2025-05-07,Withdrawal,Desktop,Android,2.92
ACT045437,CUST42656,2025-12-21,Transfer,Mobile,Web,48.22
ACT045438,CUST42712,2024-05-15,Payment,Desktop,Android,28.7
ACT045439,CUST12441,2024-10-10,View Account,Mobile,iOS,6.14
ACT045440,CUST13581,2023-06-09,Logout,Mobile,Windows,20.52
ACT045441,CUST15971,2027-01-03,View Account,Desktop,Android,14.37
ACT045442,CUST19170,2025-05-07,Logout,Desktop,Android,15.93
ACT045443,CUST46893,2029-03-28,View Account,Mobile,Android,
ACT045444,CUST48835,2026-03-20,Logout,Desktop,Web,180.0
ACT045445,CUST00398,2026-07-04,Login,Mobile,iOS,19.54
ACT045446,CUST21269,2026-11-01,Logout,Mobile,iOS,9.9
ACT045447,CUST40913,2026-08-05,Payment,Tablet,iOS,14.03
ACT045448,CUST40738,2026-03-16,View Account,Desktop,iOS,5.76
ACT045449,CUST39572,2026-02-15,,Mobile,Android,10.34
ACT045450,CUST19959,2026-12-05,Login,Mobile,iOS,32.81
ACT045451,CUST41582,2024-06-08,Login,Mobile,Android,33.39
ACT045452,CUST12257,2024-10-02,Profile Update,Desktop,iOS,28.08
ACT045453,CUST17963,2023-06-30,View Account,Mobile,Android,2.45
ACT045454,CUST16450,2023-10-22,Login,Mobile,Web,5.07
ACT045455,CUST23825,2028-02-07,transfer,Mobile,Web,12.0
ACT045456,CUST08052,2026-04-20,Deposit,Desktop,Android,5.56
ACT045457,CUST12391,2027-09-29,View Account,Desktop,Android,16.2
ACT045458,CUST01568,2025-09-21,Login,Mobile,Web,84.1
ACT045459,CUST38624,2027-06-01,Login,Mobile,iOS,10.37
ACT045460,CUST25294,2027-02-10,Login,Mobile,Android,45.66
ACT045461,CUST19346,2026-05-27,Login,Mobile,Web,9.21
ACT045462,CUST11668,2027-12-14,View Account,Desktop,Web,12.18
ACT045463,CUST38522,2026-02-26,View Account,Mobile,iOS,15.57
ACT045464,CUST32551,2029-01-09,,Mobile,Android,6.05
ACT045465,CUST11272,2027-04-23,View Account,Desktop,Android,8.9
ACT045466,CUST37651,2027-09-01,Transfer,Desktop,iOS,9.6
ACT045467,CUST46444,2026-10-20,Login,Mobile,iOS,8.19
ACT045468,CUST10506,2028-03-29,Deposit,Mobile,Android,12.01
ACT045469,CUST18998,2027-03-16,View Account,Mobile,Web,28.68
ACT045470,CUST05166,2024-07-30,Transfer,Mobile,iOS,19.54
ACT045471,CUST11624,2024-04-19,Login,Mobile,iOS,40.04
ACT045472,CUST48222,2026-03-16,Transfer,Desktop,Android,11.97
ACT045473,CUST36918,2027-10-22,View Account,Mobile,Windows,
ACT045474,CUST15610,2026-04-23,Login,Mobile,iOS,12.72
ACT045475,CUST39768,2026-06-08,View Account,Mobile,Windows,14.49
ACT045476,CUST17824,2029-03-10,Payment,Mobile,Android,12.12
ACT045477,CUST01601,2026-04-04,View Account,Mobile,iOS,17.31
ACT045478,CUST07006,2026-04-16,View Account,Mobile,Web,4.52
ACT045479,CUST22079,2026-09-19,View Account,Mobile,Android,5.9
ACT045480,CUST40440,2027-06-25,View Account,Mobile,Android,16.01
ACT045481,CUST19052,2026-04-27,Login,Mobile,iOS,19.15
ACT045482,CUST27030,2025-07-28,Deposit,Mobile,Web,3.53
ACT045483,CUST39220,2026-09-29,Login,Mobile,iOS,6.66
ACT045484,CUST44047,2026-01-23,Transfer,Mobile,Android,4.34
ACT045485,CUST20480,2027-02-04,Transfer,Mobile,Windows,23.65
ACT045486,CUST08096,2023-10-01,View Account,Desktop,Windows,17.29
ACT045487,CUST24710,2027-12-19,View Account,Tablet,Windows,5.2
ACT045488,CUST41755,2023-09-21,View Account,Mobile,Android,14.83
ACT045489,CUST43058,2026-02-23,Payment,Tablet,iOS,24.68
ACT045490,CUST36101,2025-03-16,,Tablet,Android,4.47
ACT045491,CUST24112,2027-04-22,Deposit,Mobile,iOS,6.05
ACT045492,CUST05667,2024-04-07,,Mobile,Web,8.53
ACT045493,CUST28958,2026-03-13,Payment,,Android,17.26
ACT045494,CUST39965,2027-05-14,,Desktop,Android,34.05
ACT045495,CUST47421,2024-10-09,View Account,Mobile,Windows,30.4
ACT045496,CUST31641,2026-04-24,Login,Mobile,Android,6.75
ACT045497,CUST36600,2026-02-14,Payment,Mobile,iOS,63.24
ACT045498,CUST14199,2025-07-02,View Account,Mobile,Android,15.82
ACT045499,CUST07702,2026-03-10,Login,Mobile,Android,17.95
ACT045500,CUST10238,2026-06-12,Logout,Mobile,iOS,14.8
ACT045501,CUST22582,2024-07-28,View Account,,Web,18.59
ACT045502,CUST44966,2027-04-16,View Account,Mobile,iOS,11.89
ACT045503,CUST17237,2027-04-05,View Account,Mobile,Android,41.4
ACT045504,CUST28929,2028-10-06,View Account,Mobile,Windows,12.59
ACT045505,CUST21294,2027-03-27,Logout,Mobile,Web,42.09
ACT045506,CUST12517,2026-10-20,View Account,Desktop,iOS,17.5
ACT045507,CUST28685,2026-11-14,Payment,Mobile,Android,4.81
ACT045508,CUST45019,2028-05-17,View Account,Mobile,Web,19.89
ACT045509,CUST49925,2027-01-07,Transfer,Desktop,Windows,16.76
ACT045510,CUST25283,2027-08-22,Login,Mobile,Android,12.13
ACT045511,CUST01335,2026-01-28,View Account,Mobile,Android,36.36
ACT045512,CUST13509,2025-04-22,View Account,Desktop,iOS,5.78
ACT045513,CUST33040,2025-10-24,Login,Desktop,Web,9.58
ACT045514,CUST47978,2026-03-11,Logout,Mobile,Android,15.58
ACT045515,CUST47278,2027-11-29,Payment,Mobile,Android,6.11
ACT045516,CUST47359,2029-03-12,View Account,Desktop,Android,27.89
ACT045517,CUST42664,2025-12-01,Transfer,Desktop,Web,23.65
ACT045518,CUST30357,2025-04-09,View Account,Tablet,Web,15.69
ACT045519,CUST18311,2025-03-30,Payment,Mobile,iOS,16.18
ACT045520,CUST04529,2026-03-28,Login,Mobile,Android,14.05
ACT045521,CUST20830,2026-09-13,View Account,Desktop,Android,16.49
ACT045522,CUST25136,2024-09-03,View Account,Mobile,Windows,9.59
ACT045523,CUST00264,2025-12-10,,Desktop,Web,7.99
ACT045524,CUST21354,2027-09-04,View Account,Mobile,Android,12.64
ACT045525,CUST20374,2027-02-27,Payment,Mobile,Android,8.73
ACT045526,CUST29133,2025-09-04,Transfer,Mobile,Android,15.04
ACT045527,CUST01911,2027-10-28,Payment,Mobile,iOS,5.45
ACT045528,CUST39618,2029-01-24,Transfer,Mobile,Android,
ACT045529,CUST05519,2024-10-01,Transfer,Desktop,Web,31.43
ACT045530,CUST43225,2027-07-16,View Account,Mobile,Windows,7.83
ACT045531,CUST41641,2025-09-03,Login,Mobile,Android,9.95
ACT045532,CUST17190,2024-11-16,Login,Mobile,Android,
ACT045533,CUST27554,2026-03-04,Login,Mobile,Android,25.77
ACT045534,CUST31213,2027-03-30,View Account,Desktop,Android,6.4
ACT045535,CUST40820,2027-03-27,Login,Mobile,Android,78.01
ACT045536,CUST01259,2026-10-21,Payment,,iOS,16.9
ACT045537,CUST16214,2026-09-14,View Account,Desktop,Android,50.96
ACT045538,CUST21526,2027-11-18,View Account,Mobile,Web,37.77
ACT045539,CUST44845,2028-05-14,Payment,Desktop,Web,63.73
ACT045540,CUST27436,2024-06-22,Withdrawal,Mobile,Android,20.37
ACT045541,CUST02622,2024-09-25,Payment,Mobile,Android,14.45
ACT045542,CUST17053,2025-07-02,Transfer,Mobile,Windows,50.52
ACT045543,CUST05939,2028-05-22,View Account,Desktop,iOS,8.36
ACT045544,CUST13396,2025-08-31,View Account,Desktop,Web,24.51
ACT045545,CUST07887,2026-03-05,Login,Mobile,iOS,16.02
ACT045546,CUST37866,2024-07-26,Logout,Mobile,Web,9.51
ACT045547,CUST34435,2023-09-05,Login,Mobile,iOS,8.66
ACT045548,CUST15029,2028-09-05,Transfer,Mobile,Android,19.73
ACT045549,CUST14716,2027-03-03,Transfer,Mobile,iOS,27.66
ACT045550,CUST43491,2026-01-29,View Account,Desktop,Android,10.6
ACT045551,CUST08649,2027-03-03,Payment,Mobile,iOS,29.6
ACT045552,CUST06044,2026-06-13,Logout,Tablet,iOS,3.58
ACT045553,CUST30606,2026-05-30,Login,Mobile,Android,25.48
ACT045554,CUST06236,2027-08-29,View Account,Mobile,iOS,27.75
ACT045555,CUST23992,2028-09-07,Deposit,TABLET,Windows,8.46
ACT045556,CUST45614,2024-05-27,Login,Mobile,Web,52.4
ACT045557,CUST42543,2025-04-03,View Account,,Web,109.6
ACT045558,CUST39171,2027-02-16,Transfer,Mobile,Android,6.51
ACT045559,CUST22797,2026-05-29,View Account,Mobile,iOS,21.15
ACT045560,CUST27666,2024-08-14,Login,Desktop,Web,12.83
ACT045561,CUST49417,2026-10-04,Login,Mobile,Web,15.41
ACT045562,CUST01814,2026-09-30,Payment,Desktop,Web,9.03
ACT045563,CUST20940,2026-02-18,View Account,Mobile,Android,97.64
ACT045564,CUST15349,2026-05-09,View Account,Mobile,iOS,5.76
ACT045565,CUST28327,2025-07-07,View Account,Mobile,iOS,6.67
ACT045566,CUST02011,2027-02-27,Login,Tablet,Android,4.29
ACT045567,CUST33478,2027-08-15,View Account,Tablet,Web,11.21
ACT045568,CUST06763,2024-03-08,View Account,TABLET,Windows,11.27
ACT045569,CUST24161,2027-03-14,Profile Update,Mobile,Web,20.08
ACT045570,CUST04630,2026-09-22,Transfer,Mobile,iOS,8.8
ACT045571,CUST32269,2026-07-23,Logout,Mobile,iOS,11.08
ACT045572,CUST26514,2024-05-20,View Account,Mobile,Web,10.43
ACT045573,CUST42386,2026-06-11,Deposit,Mobile,Android,5.96
ACT045574,CUST40273,2027-08-26,View Account,Tablet,Web,18.35
ACT045575,CUST24122,2027-04-29,Transfer,Mobile,Android,6.49
ACT045576,CUST35012,2027-09-02,,Mobile,Web,18.34
ACT045577,CUST29830,2025-04-20,View Account,Mobile,iOS,12.26
ACT045578,CUST03510,2025-08-31,Profile Update,,Web,2.28
ACT045579,CUST49214,2027-06-30,Transfer,Mobile,Web,23.41
ACT045580,CUST27299,2026-02-12,Transfer,Mobile,Web,6.5
ACT045581,CUST41140,2028-08-13,Login,Mobile,iOS,22.88
ACT045582,CUST48733,2025-05-16,Logout,Mobile,Android,22.12
ACT045583,CUST49007,2024-04-24,Login,Mobile,iOS,6.19
ACT045584,CUST30147,2024-07-28,Login,Mobile,iOS,4.27
ACT045585,CUST23127,2026-02-23,View Account,Mobile,Web,6.19
ACT045586,CUST35062,2024-02-05,View Account,Desktop,Android,14.19
ACT045587,CUST09257,2025-05-02,Transfer,Desktop,Windows,49.9
ACT045588,CUST05158,2028-04-17,Logout,Mobile,Android,27.41
ACT045589,CUST27361,2023-09-06,Withdrawal,Desktop,iOS,21.51
ACT045590,CUST15109,2026-12-31,Login,Tablet,iOS,35.93
ACT045591,CUST21373,2027-03-11,Payment,Desktop,Android,7.07
ACT045592,CUST03420,2024-09-19,View Account,Mobile,iOS,24.75
ACT045593,CUST33747,2027-10-15,Payment,Mobile,Android,7.69
ACT045594,CUST14457,2026-11-23,Login,Desktop,Android,0.0
ACT045595,CUST36968,2027-08-02,Login,Desktop,Android,8.95
ACT045596,CUST10786,2027-05-27,Login,Mobile,Android,19.56
ACT045597,CUST38785,2027-11-04,View Account,Mobile,Web,19.8
ACT045598,CUST26285,2027-03-16,Transfer,Mobile,iOS,11.78
ACT045599,CUST09087,2025-02-17,View Account,Desktop,Web,19.79
ACT045600,CUST14203,2027-08-17,Payment,Mobile,Android,32.76
ACT045601,CUST37645,2026-02-21,Login,Mobile,Android,17.14
ACT045602,CUST35853,2027-02-18,Login,Desktop,Web,6.43
ACT045603,CUST27496,2025-07-15,Login,Tablet,Web,33.56
ACT045604,CUST30382,2028-08-23,Transfer,Mobile,IOS,11.37
ACT045605,CUST42099,2024-03-23,Payment,Mobile,Android,9.34
ACT045606,CUST19486,2025-07-13,Transfer,Mobile,iOS,10.03
ACT045607,CUST42514,2028-02-27,Login,Mobile,Web,12.15
ACT045608,CUST16965,2025-07-01,Payment,,iOS,11.15
ACT045609,CUST19592,2028-04-05,View Account,Tablet,Web,9.26
ACT045610,CUST26227,2028-04-08,Login,Tablet,iOS,36.84
ACT045611,CUST37482,2025-08-11,View Account,Mobile,iOS,33.77
ACT045612,CUST09481,2028-06-15,View Account,Mobile,Android,6.62
ACT045613,CUST07826,2024-10-09,Logout,Mobile,iOS,54.26
ACT045614,CUST29973,2027-12-22,Transfer,Mobile,iOS,47.63
ACT045615,CUST26300,2026-09-21,Logout,Mobile,iOS,4.6
ACT045616,CUST15315,2024-10-16,Transfer,Mobile,Android,10.57
ACT045617,CUST38608,2026-10-18,View Account,Mobile,Android,43.02
ACT045618,CUST17675,2024-01-18,View Account,,Web,22.17
ACT045619,CUST48291,2026-04-16,Transfer,Mobile,Android,5.78
ACT045620,CUST33898,2026-03-04,Login,Desktop,Web,3.77
ACT045621,CUST00026,2027-11-10,View Account,desktop,Android,20.73
ACT045622,CUST49275,2026-07-08,Login,Mobile,Windows,28.15
ACT045623,CUST30160,2027-12-03,Logout,Mobile,iOS,18.88
ACT045624,CUST47037,2024-01-26,Login,Mobile,Web,5.56
ACT045625,CUST00443,2026-07-07,Transfer,Desktop,Android,90.88
ACT045626,CUST15593,2026-07-30,Login,Mobile,Android,28.45
ACT045627,CUST12345,2026-01-03,View Account,Mobile,Android,11.01
ACT045628,CUST25244,2025-04-11,Transfer,Mobile,Windows,6.7
ACT045629,CUST11804,2026-06-19,Transfer,Mobile,iOS,
ACT045630,CUST33325,2024-05-25,Transfer,Mobile,Android,2.22
ACT045631,CUST44025,2027-11-02,View Account,Mobile,Android,39.22
ACT045632,CUST46393,2023-09-28,Login,Desktop,Android,18.69
ACT045633,CUST02965,2026-06-15,View Account,Mobile,iOS,12.28
ACT045634,CUST41585,2023-12-29,Login,Mobile,Android,8.74
ACT045635,CUST21388,2026-09-11,View Account,Mobile,Web,32.3
ACT045636,CUST25852,2025-12-10,View Account,Mobile,iOS,56.57
ACT045637,CUST33481,2025-01-24,View Account,Tablet,iOS,20.79
ACT045638,CUST27538,2026-01-18,View Account,Tablet,iOS,24.54
ACT045639,CUST45079,2025-08-05,Login,Desktop,Android,40.83
ACT045640,CUST05875,2026-04-03,Login,Mobile,Android,2.92
ACT045641,CUST01295,2024-06-11,Login,Desktop,iOS,25.54
ACT045642,CUST24595,2027-07-31,Withdraw,Mobile,iOS,62.53
ACT045643,CUST17223,2024-11-19,Payment,Mobile,iOS,32.25
ACT045644,CUST07718,2024-08-05,View Account,Mobile,Android,6.73
ACT045645,CUST30369,2025-04-24,Login,Mobile,iOS,24.54
ACT045646,CUST37055,2026-12-11,Login,Desktop,iOS,6.87
ACT045647,CUST05512,2026-03-18,Login,Mobile,iOS,-68.0
ACT045648,CUST01767,2025-04-18,,Desktop,Android,9.89
ACT045649,CUST20321,2027-03-01,Deposit,Tablet,iOS,4.32
ACT045650,CUST03022,2026-03-06,View Account,Tablet,iOS,69.77
ACT045651,CUST03176,2026-05-07,Logout,Tablet,Web,9.33
ACT045652,CUST10290,2024-05-29,View Account,Mobile,Windows,8.43
ACT045653,CUST47276,2025-04-06,View Account,,Android,30.89
ACT045654,CUST33964,2025-05-30,View Account,Mobile,Android,8.76
ACT045655,CUST44633,2029-03-19,Login,Mobile,iOS,6.44
ACT045656,CUST24341,2024-02-07,Payment,Mobile,iOS,25.87
ACT045657,CUST36585,2028-06-01,Payment,Mobile,Android,20.84
ACT045658,CUST33236,2024-05-21,,Mobile,Android,17.91
ACT045659,CUST02727,2027-02-09,Payment,Mobile,iOS,39.6
ACT045660,CUST28062,2023-12-08,View Account,Desktop,iOS,17.83
ACT045661,CUST35884,2027-03-21,Withdrawal,Mobile,Web,17.25
ACT045662,CUST20809,2025-09-15,Transfer,Mobile,iOS,11.74
ACT045663,CUST19277,2028-01-03,Transfer,Mobile,iOS,12.17
ACT045664,CUST03514,2026-09-13,View Account,Tablet,Web,114.41
