transaction_id,customer_id,payment_date,amount,payment_mode,transaction_status,transaction_type
TXN009143,CUST31389,2024-09-18,555.7,Digital Wallets,Pending,Subscription
TXN009144,CUST25473,2026-03-16,2428.41,UPI,Success,Transfer
TXN009145,CUST23599,2027-08-20,576.41,Cash,Refunded,Purchase
TXN009146,CUST49473,2026-10-11,2687.66,Cash,Success,Purchase
TXN009147,CUST07584,2025-09-28,7743.06,Digital Wallets,Success,Purchase
TXN009148,CUST09592,2027-05-05,2386.7,UPI,Success,Purchase
TXN009149,CUST26806,2026-08-10,296.3,Digital Wallets,Success,Subscription
TXN009150,CUST46753,2026-10-25,4172.5,UPI,FAIL,Purchase
TXN009151,CUST15411,2024-10-26,1168.54,Cash,Refunded,Purchase
TXN009152,CUST07668,2024-05-15,902.91,UPI,Success,Transfer
TXN009153,CUST31927,2028-09-04,2485.91,UPI,Success,Bill Payment
TXN009154,CUST20419,2023-07-18,1436.03,UPI,Success,Withdrawl
TXN009155,CUST10307,2026-03-22,6211.29,Digital Wallets,Success,Purchase
TXN009156,CUST25567,2027-04-08,759.72,UPI,Success,Bill Payment
TXN009157,CUST08480,2026-06-05,614.3,Digital Wallets,Success,Withdrawl
TXN009158,CUST19432,2023-10-22,376.0,UPI,Success,Purchase
TXN009159,CUST20391,2024-10-12,805.34,UPI,Refunded,Withdrawl
TXN009160,CUST28470,2023-12-31,182.22,Cash,Refunded,Bill Payment
TXN009161,CUST14498,2028-01-13,2505.94,UPI,Success,Withdrawl
TXN009162,CUST37657,2025-05-04,7261.31,UPI,Success,Purchase
TXN009163,CUST48557,2029-04-16,10421.87,UPI,Success,Refund
TXN009164,CUST30604,2025-07-19,9297.75,,Refunded,Transfer
TXN009165,CUST23419,2025-12-11,936.55,Cash,Success,Transfer
TXN009166,CUST33629,2023-12-28,15282.22,Bank Transfer,PROCESSING,Withdrawl
TXN009167,CUST32186,2028-04-08,,UPI,Success,Purchase
TXN009168,CUST03718,2025-05-30,2292.75,Cash,Refunded,Transfer
TXN009169,CUST20869,2026-07-03,5272.83,Cash,Success,Withdrawl
TXN009170,CUST22364,2028-01-20,4685.25,UPI,Success,Purchase
TXN009171,CUST04255,2025-07-18,3264.56,Cash,Success,Purchase
TXN009172,CUST35874,2026-03-11,921.28,UPI,SUCCESS,Bill Payment
TXN009173,CUST05711,2027-04-05,773.54,UPI,Refunded,Withdrawl
TXN009174,CUST05726,2024-07-24,775.45,UPI,Success,Bill Payment
TXN009175,CUST12931,2027-06-12,2381.66,Digital Wallets,Failed,Purchase
TXN009176,CUST16024,2025-06-08,7234.32,UPI,Success,Purchase
TXN009177,CUST40891,2027-08-06,3197.98,Cash,Success,Withdrawl
TXN009178,CUST02750,2024-08-31,916.08,Cash,Success,Transfer
TXN009179,CUST26651,2024-10-25,2316.61,Cash,Success,Purchase
TXN009180,CUST41931,2025-09-04,1468.47,UPI,Refunded,Transfer
TXN009181,CUST32269,2025-08-28,1080.74,UPI,Refunded,Withdrawl
TXN009182,CUST28857,2025-10-18,842.66,UPI,Success,Deposit
TXN009183,CUST24225,2026-07-12,9975.35,Cash,Success,Withdrawl
TXN009184,CUST01728,2026-02-12,8065.48,Cash,Success,Refund
TXN009185,CUST08019,2026-05-09,2620.95,Cash,Success,Transfer
TXN009186,CUST48810,2026-11-08,3433.62,UPI,Success,Bill Payment
TXN009187,CUST43500,2024-09-13,1150.14,UPI,Success,Purchase
TXN009188,CUST22592,2025-06-23,6321.48,Digital Wallets,Success,Bill Payment
TXN009189,CUST15802,2028-01-05,679.27,,Success,bill payment
TXN009190,CUST39729,2028-11-10,1835.55,UPI,Success,Bill Payment
TXN009191,CUST07326,2027-03-17,965.96,Cards,Success,Bill Payment
TXN009192,CUST23618,2026-11-12,1915.95,bank transfer,Success,Purchase
TXN009193,CUST49666,2027-01-27,905.92,UPI,Success,Withdrawl
TXN009194,CUST16274,2027-04-24,0.0,Cash,Success,Bill Payment
TXN009195,CUST24613,2026-02-12,601.94,,Success,Withdrawl
TXN009196,CUST29263,2025-11-12,623.6,UPI,Failed,Transfer
TXN009197,CUST31775,2029-07-17,3145.66,UPI,Success,Bill Payment
TXN009198,CUST36487,2027-08-27,5034.06,UPI,Success,Purchase
TXN009199,CUST18589,2027-09-28,4997.04,credit card,Failed,Bill Payment
TXN009200,CUST24141,2027-06-02,224.15,upi,Success,Withdrawl
TXN009201,CUST40637,2023-10-31,1685.44,Cash,Success,Purchase
TXN009202,CUST16387,2024-05-15,522.02,UPI,Success,Withdrawl
TXN009203,CUST41185,2026-08-02,792.2,UPI,Pending,Bill Payment
TXN009204,CUST25445,2024-11-03,49.16,UPI,Success,Bill Payment
TXN009205,CUST33574,2026-10-02,1053.87,UPI,Pending,Purchase
TXN009206,CUST20304,2026-08-08,2576.71,UPI,Success,Purchase
TXN009207,CUST18988,2027-04-13,672.37,UPI,Failed,Transfer
TXN009208,CUST42081,2025-10-30,69.43,UPI,Pending,Bill Payment
TXN009209,CUST27973,2026-10-07,903.19,UPI,Success,Transfer
TXN009210,CUST28213,2025-12-16,681.56,UPI,Success,Withdrawl
TXN009211,CUST48460,2025-11-29,1084.56,UPI,Success,Purchase
TXN009212,CUST24723,2025-03-16,1054.95,Cash,Failed,Purchase
TXN009213,CUST17806,2027-01-31,2057.54,UPI,Refunded,Withdrawl
TXN009214,CUST07046,2023-08-19,556.63,UPI,Failed,Deposit
TXN009215,CUST43016,2025-07-12,3489.64,UPI,Success,Deposit
TXN009216,CUST36305,2026-05-01,1724.41,UPI,Success,Purchase
TXN009217,CUST48565,2025-01-17,1010.34,UPI,Success,Purchase
TXN009218,CUST47837,2024-08-06,,UPI,Success,Subscription
TXN009219,CUST41155,2029-01-27,2322.47,UPI,Success,Transfer
TXN009220,CUST07903,2026-12-28,1139.33,UPI,Success,Transfer
TXN009221,CUST34301,2025-10-31,1039.17,Cash,Failed,Withdrawl
TXN009222,CUST37629,2025-08-24,12726.41,UPI,Success,Purchase
TXN009223,CUST35499,2023-03-27,896.35,UPI,Success,Purchase
TXN009224,CUST07646,2027-09-02,4761.45,UPI,Success,Purchase
TXN009225,CUST32504,2025-01-14,560.84,UPI,Success,Subscription
TXN009226,CUST17246,2028-06-14,454.17,Cash,Success,Deposit
TXN009227,CUST28234,2028-05-07,1811.36,UPI,Success,Subscription
TXN009228,CUST16679,2027-04-11,1128.37,UPI,Success,Bill Payment
TXN009229,CUST01007,2026-06-17,1321.54,UPI,Success,Purchase
TXN009230,CUST12277,2027-01-01,809.18,UPI,Success,Transfer
TXN009231,CUST06322,2025-07-19,632.81,UPI,Success,Bill Payment
TXN009232,CUST14288,2024-09-18,1774.3,Digital Wallets,Success,Purchase
TXN009233,CUST22761,2025-06-11,675.93,,Success,Withdrawl
TXN009234,CUST36447,2027-12-19,2370.46,Cash,Success,Withdrawl
TXN009235,CUST02663,2026-01-28,4281.87,UPI,Success,Deposit
TXN009236,CUST06609,2028-01-06,667.82,UPI,Success,Purchase
TXN009237,CUST23122,2026-05-17,1189.01,UPI,Success,Withdrawl
TXN009238,CUST04856,2026-07-10,3170.9,Cash,Refunded,Transfer
TXN009239,CUST47399,2024-06-12,1273.17,UPI,Success,Purchase
TXN009240,CUST14030,2025-03-12,4539.8,UPI,Success,Purchase
TXN009241,CUST36729,2028-05-04,1234.22,UPI,Success,Purchase
TXN009242,CUST39842,2027-06-23,741.23,UPI,Refunded,Withdrawl
TXN009243,CUST47509,2025-07-13,4468.1,,Success,Purchase
TXN009244,CUST44514,2027-11-21,614.16,UPI,Success,Purchase
TXN009245,CUST21800,2027-01-10,655.77,UPI,Success,Withdrawl
TXN009246,CUST28578,2024-07-09,1065.82,UPI,Failed,Bill Payment
TXN009247,CUST14441,2027-06-13,3865.41,UPI,Success,Withdrawl
TXN009248,CUST44036,2029-11-26,10266.67,UPI,Success,Deposit
TXN009249,CUST18407,2024-12-05,2918.0,UPI,Success,Purchase
TXN009250,CUST01174,2027-04-10,1836.0,UPI,Success,Transfer
TXN009251,CUST02659,2027-06-07,965.7,,Success,Bill Payment
TXN009252,CUST13620,2027-03-08,833.26,UPI,Success,Transfer
TXN009253,CUST39199,2026-04-03,584.77,Cash,Failed,Deposit
TXN009254,CUST22171,2026-12-26,1122.61,card,Success,Purchase
TXN009255,CUST23167,2026-08-17,2887.16,,Success,Refund
TXN009256,CUST13157,2027-05-11,1406.93,UPI,Success,Withdrawl
TXN009257,CUST24977,2026-07-23,2218.56,UPI,Success,Deposit
TXN009258,CUST30233,2027-02-04,2219.45,UPI,Success,Deposit
TXN009259,CUST20282,2025-02-12,3308.24,UPI,Success,Withdrawl
TXN009260,CUST00171,2025-12-07,6605.4,UPI,Success,Purchase
TXN009261,CUST18184,2026-11-10,185.71,Cash,Success,Deposit
TXN009262,CUST03969,2027-09-01,1295.9,UPI,Success,Withdrawl
TXN009263,CUST22744,2026-07-08,10504.25,UPI,Failed,Refund
TXN009264,CUST31906,2025-09-07,3284.27,UPI,Success,Purchase
TXN009265,CUST43710,2028-06-01,2198.46,UPI,Success,Purchase
TXN009266,CUST46331,2028-03-10,2183.17,UPI,Success,Deposit
TXN009267,CUST42100,2025-05-12,1419.56,Cash,Success,Deposit
TXN009268,CUST00118,2030-06-27,800.68,UPI,Success,Transfer
TXN009269,CUST39139,2027-08-15,1105.36,UPI,Success,Deposit
TXN009270,CUST00348,2025-09-24,1155.52,UPI,Success,Transfer
TXN009271,CUST17471,2025-12-18,2246.51,Digital Wallets,Success,Bill Payment
TXN009272,CUST13729,2028-02-04,1052.52,UPI,Success,Bill Payment
TXN009273,CUST03798,2025-06-21,2131.72,UPI,Pending,Subscription
TXN009274,CUST11425,2028-12-02,1382.75,UPI,Success,Deposit
TXN009275,CUST04925,2027-05-29,416.92,Cash,CANCELLED,Bill Payment
TXN009276,CUST22269,2024-10-22,8089.65,UPI,Pending,Purchase
TXN009277,CUST10003,2025-06-15,269.24,UPI,Success,
TXN009278,CUST36071,2026-04-12,402.25,UPI,Success,Deposit
TXN009279,CUST17234,2026-04-03,1032.6,UPI,Success,Purchase
TXN009280,CUST45335,2030-02-24,377.07,UPI,Success,Purchase
TXN009281,CUST34319,2026-07-11,443.33,Digital Wallets,Success,Purchase
TXN009282,CUST43397,2025-01-07,1510.6,UPI,Success,Transfer
TXN009283,CUST37474,2025-01-06,1852.28,UPI,Success,Refund
TXN009284,CUST01156,2024-08-27,592.01,Cheque,Success,Deposit
TXN009285,CUST36388,2027-04-11,2900.42,,Success,Subscription
TXN009286,CUST42631,2025-08-26,982.26,Digital Wallets,Failed,Transfer
TXN009287,CUST02538,2026-02-02,2166.35,UPI,Success,Withdrawl
TXN009288,CUST26574,2024-11-23,366.77,UPI,Success,Withdrawl
TXN009289,CUST06512,2027-12-25,1577.73,UPI,Success,Withdrawl
TXN009290,CUST36320,2025-12-26,708.97,UPI,Success,Refund
TXN009291,CUST46157,2028-09-03,1031.12,UPI,Success,Bill Payment
TXN009292,CUST21645,2028-11-06,3095.98,UPI,Success,Purchase
TXN009293,CUST13972,2027-10-17,3529.39,UPI,Success,Deposit
TXN009294,CUST13950,2028-12-10,1222.86,Cash,Success,Bill Payment
TXN009295,CUST11782,2027-06-27,733.7,Cheque,Success,Purchase
TXN009296,CUST05696,2029-01-21,3433.11,UPI,Success,Transfer
TXN009297,CUST19962,2025-06-27,2375.78,UPI,Success,Purchase
TXN009298,CUST14995,2027-03-30,2341.51,UPI,Success,Deposit
TXN009299,CUST48269,2027-09-08,798.58,Digital Wallets,Success,Subscription
TXN009300,CUST44257,2025-03-04,1002.33,UPI,Success,Deposit
TXN009301,CUST44834,2026-01-23,925.57,UPI,Success,Transfer
TXN009302,CUST14391,2026-04-06,1010.66,UPI,Failed,Purchase
TXN009303,CUST45996,2023-12-26,2796.83,UPI,Success,Transfer
TXN009304,CUST45207,2027-09-08,506.54,UPI,Success,Purchase
TXN009305,CUST31205,2026-07-17,2231.78,UPI,Refunded,Purchase
TXN009306,CUST48180,2025-10-16,236.51,UPI,Success,Purchase
TXN009307,CUST43061,2028-09-01,2597.39,digital wallet,Refunded,Withdrawl
TXN009308,CUST46252,2026-05-07,622.41,UPI,Failed,Bill Payment
TXN009309,CUST10092,2027-02-21,0.0,,Success,Transfer
TXN009310,CUST12230,2027-11-16,3679.57,UPI,Refunded,Withdrawl
TXN009311,CUST30103,2024-07-12,1062.22,UPI,Success,Purchase
TXN009312,CUST15377,2027-09-04,8643.21,UPI,Success,Purchase
TXN009313,CUST36214,2027-05-19,729.63,UPI,Pending,Bill Payment
TXN009314,CUST27608,2025-09-16,1848.36,UPI,Success,Purchase
TXN009315,CUST00056,2025-04-20,3591.97,Digital Wallets,Success,Purchase
TXN009316,CUST13728,2026-12-12,1647.13,credit card,Refunded,Transfer
TXN009317,CUST40560,2028-05-08,4381.37,UPI,Success,Transfer
TXN009318,CUST00948,2025-04-15,595.13,UPI,Success,Purchase
TXN009319,CUST12536,2025-12-18,882.66,UPI,Refunded,Transfer
TXN009320,CUST14925,2026-08-12,2362.13,BankTransfer,Success,Purchase
TXN009321,CUST07293,2026-05-06,426.45,UPI,Success,Purchase
TXN009322,CUST38577,2028-02-20,,UPI,Failed,Transfer
TXN009323,CUST19811,2026-07-09,9144.21,UPI,Refunded,Deposit
TXN009324,CUST26875,2029-03-12,0.0,UPI,Refunded,Purchase
TXN009325,CUST44493,2026-08-30,3484.42,Cards,Success,Purchase
TXN009326,CUST48215,2030-04-04,2746.28,Digital Wallets,Success,Deposit
TXN009327,CUST07183,2025-02-23,1006.5,UPI,Success,Deposit
TXN009328,CUST48166,2028-10-05,1336.05,UPI,Success,Purchase
TXN009329,CUST25595,2026-03-10,729.11,UPI,Failed,Withdrawl
TXN009330,CUST06604,2029-01-05,934.03,UPI,Success,Purchase
TXN009331,CUST04607,2026-08-03,1880.01,UPI,Success,Withdrawl
TXN009332,CUST45868,2028-02-25,1350.56,UPI,Refunded,Purchase
TXN009333,CUST35832,2026-10-17,696.19,UPI,Success,Purchase
TXN009334,CUST01211,2025-06-05,1812.12,Cash,Failed,Withdrawl
TXN009335,CUST06213,2025-10-13,520.51,Cash,Refunded,Purchase
TXN009336,CUST09146,2024-08-20,1985.98,Cash,Success,Purchase
TXN009337,CUST45995,2025-06-16,1779.2,Digital Wallets,Success,Purchase
TXN009338,CUST25665,2028-02-16,708.91,Cards,Success,Bill Payment
TXN009339,CUST14654,2027-03-31,3396.75,digital wallet,Success,Bill Payment
TXN009340,CUST31175,2026-01-25,382.13,UPI,Success,Bill Payment
TXN009341,CUST21157,2024-07-28,16965.45,Cash,Success,Bill Payment
TXN009342,CUST31734,2026-04-20,2120.9,UPI,Success,Purchase
TXN009343,CUST09379,2028-04-29,5064.65,Digital Wallets,Success,Withdrawl
TXN009344,CUST10309,2029-10-09,2483.4,Cash,Success,Transfer
TXN009345,CUST46605,2026-04-07,3920.73,UPI,Success,Transfer
TXN009346,CUST38227,2026-02-04,24111.32,Cash,Success,Purchase
TXN009347,CUST25744,2025-08-02,343.49,UPI,Failed,Bill Payment
TXN009348,CUST25788,2024-10-28,127.22,Digital Wallets,Success,Subscription
TXN009349,CUST48920,2028-02-07,842.87,UPI,Refunded,Bill Payment
TXN009350,CUST04225,2026-07-21,2381.1,UPI,Success,Purchase
TXN009351,CUST37707,2026-03-29,1256.81,Digital Wallets,Success,Transfer
TXN009352,CUST31969,2025-10-31,337.82,Digital Wallets,Success,Bill Payment
TXN009353,CUST06804,2026-06-29,2607.1,UPI,Success,Bill Payment
TXN009354,CUST37433,2023-11-14,9239.47,Cash,Refunded,Purchase
TXN009355,CUST43016,2024-02-07,168.86,UPI,Success,Purchase
TXN009356,CUST41559,2027-09-20,1092.97,Cash,Failed,Bill Payment
TXN009357,CUST39663,2027-12-30,5485.03,Cash,Success,Withdrawl
TXN009358,CUST38350,2027-11-19,482.3,UPI,Success,Purchase
TXN009359,CUST49514,2025-08-18,1298.87,UPI,Success,Subscription
TXN009360,CUST18061,2026-05-27,753.15,UPI,Success,Purchase
TXN009361,CUST29920,2027-05-28,930.32,UPI,Success,Deposit
TXN009362,CUST03218,2026-12-13,6531.67,UPI,Success,Deposit
TXN009363,CUST37549,2026-11-01,2480.5,Cash,Success,Withdrawl
TXN009364,CUST32740,2029-06-29,683.85,Cash,Success,Bill Payment
TXN009365,CUST00016,2026-10-24,3773.33,UPI,Success,Purchase
TXN009366,CUST21946,2026-10-02,3752.79,UPI,Success,Transfer
TXN009367,CUST32270,2027-12-04,4574.55,UPI,refunded,
TXN009368,CUST09498,2025-04-23,764.19,UPI,Success,Transfer
TXN009369,CUST38013,2026-07-03,192.86,Digital Wallets,Refunded,Bill Payment
TXN009370,CUST13939,2028-10-20,1396.65,Cash,Success,Transfer
TXN009371,CUST36539,2026-11-24,1396.42,UPI,Success,Purchase
TXN009372,CUST37642,2027-07-20,692.16,UPI,Success,Bill Payment
TXN009373,CUST00747,2026-02-13,1539.64,Digital Wallets,Success,Purchase
TXN009374,CUST09397,2026-02-03,1643.7,Cash,Refunded,Transfer
TXN009375,CUST41696,2028-05-17,893.04,UPI,Success,Purchase
TXN009376,CUST05595,2027-07-24,1315.27,UPI,Success,Refund
TXN009377,CUST45590,2026-01-01,745.88,Cash,Failed,Purchase
TXN009378,CUST23448,2026-11-06,5871.46,UPI,Success,Withdrawl
TXN009379,CUST22294,2027-07-19,1278.16,UPI,Success,Bill Payment
TXN009380,CUST19236,2026-02-21,464.65,UPI,Pending,Bill Payment
TXN009381,CUST18317,2027-08-06,663.18,Cash,Failed,Transfer
TXN009382,CUST24237,2024-05-06,758.68,Cash,Success,Deposit
TXN009383,CUST41163,2026-10-19,389.39,Cards,Success,
TXN009384,CUST04107,2028-05-29,628.07,UPI,Pending,Purchase
TXN009385,CUST10074,2026-04-24,1106.06,UPI,Success,Purchase
TXN009386,CUST37556,2023-02-06,2228.31,UPI,Refunded,Purchase
TXN009387,CUST43539,2026-05-26,1770.75,UPI,Success,Transfer
TXN009388,CUST33302,2027-05-12,1106.44,UPI,Success,Transfer
TXN009389,CUST12864,2026-09-23,1887.3,,Success,Bill Payment
TXN009390,CUST05483,2023-08-21,1366.41,UPI,Success,Transfer
TXN009391,CUST03434,2027-06-01,3327.75,Digital Wallets,Success,Deposit
TXN009392,CUST01603,2027-12-20,6435.12,UPI,Success,Deposit
TXN009393,CUST05128,2027-10-21,1696.23,UPI,Success,Purchase
TXN009394,CUST14907,2026-04-29,2598.93,Digital Wallets,Success,Purchase
TXN009395,CUST06711,2025-01-14,11144.09,UPI,Success,Purchase
TXN009396,CUST04606,2025-05-29,892.57,UPI,Failed,Purchase
TXN009397,CUST30766,2024-07-07,3458.05,,Success,Purchase
TXN009398,CUST15166,2024-08-04,1137.56,UPI,Success,Purchase
TXN009399,CUST45842,2024-06-17,640.16,UPI,Success,withdrawal
TXN009400,CUST29703,2025-09-07,1139.36,Digital Wallets,Success,Bill Payment
TXN009401,CUST37669,2028-11-03,960.49,UPI,Success,Withdrawl
TXN009402,CUST25193,2025-02-17,1268.41,UPI,Success,Withdrawl
TXN009403,CUST48224,2027-11-16,323.44,UPI,Success,Transfer
TXN009404,CUST34368,2027-01-13,1005.85,UPI,Success,Purchase
TXN009405,CUST06933,2026-07-17,813.27,UPI,Success,Withdrawl
TXN009406,CUST03945,2026-01-25,6330.96,UPI,Failed,Withdrawl
TXN009407,CUST42683,2025-01-16,2006.6,Cash,Success,Bill Payment
TXN009408,CUST00968,2023-06-05,615.42,UPI,Success,Bill Payment
TXN009409,CUST43717,2025-09-20,6007.67,UPI,Success,Bill Payment
TXN009410,CUST07129,2026-11-05,1660.93,UPI,CANCELLED,Transfer
TXN009411,CUST47460,2025-07-31,1271.8,UPI Payment,Success,Purchase
TXN009412,CUST19890,2028-03-28,1625.07,UPI,Success,Bill Payment
TXN009413,CUST37226,2027-06-16,2227.39,UPI,Success,Bill Payment
TXN009414,CUST10880,2027-08-31,3775.28,UPI,Pending,Purchase
TXN009415,CUST22055,2023-11-07,3904.02,UPI,Success,Transfer
TXN009416,CUST29126,2027-02-08,1450.09,UPI,Success,Bill Payment
TXN009417,CUST14101,2026-01-31,2892.35,Cash,Success,Purchase
TXN009418,CUST00892,2027-02-19,5842.2,Cash,Success,Purchase
TXN009419,CUST11978,2025-01-17,2314.44,UPI,Success,Deposit
TXN009420,CUST32431,2026-09-18,991.03,UPI,Failed,Purchase
TXN009421,CUST20156,2027-11-26,2182.53,Cards,Success,Purchase
TXN009422,CUST03878,2026-03-10,1800.98,UPI,Refunded,Withdrawl
TXN009423,CUST24070,2027-11-04,2033.66,UPI,Refunded,Purchase
TXN009424,CUST44029,2025-06-05,4195.74,UPI,Success,Deposit
TXN009425,CUST33164,2025-01-24,1003.15,Cash,Failed,Withdrawl
TXN009426,CUST44232,2026-02-27,5996.48,Cash,Success,Purchase
TXN009427,CUST43040,2024-11-15,1823.75,Cash,Success,Bill Payment
TXN009428,CUST39782,2026-11-08,1531.53,Cards,Failed,Transfer
TXN009429,CUST00105,2028-04-17,1939.01,Cash,Success,Purchase
TXN009430,CUST18173,2027-10-20,2130.44,UPI,Success,Refund
TXN009431,CUST28965,2026-03-19,2766.78,UPI,success,Deposit
TXN009432,CUST45892,2026-05-26,2951.06,UPI,Success,Purchase
TXN009433,CUST19546,2024-06-24,1618.55,UPI,Refunded,Transfer
TXN009434,CUST49510,2026-10-26,491.67,,Success,Bill Payment
TXN009435,CUST00204,2026-06-18,286.61,UPI,Success,Refund
TXN009436,CUST27549,2027-12-13,678.78,UPI,PROCESSING,Purchase
TXN009437,CUST02117,2025-11-25,2230.73,UPI,Success,Transfer
TXN009438,CUST27243,2027-05-21,1901.96,UPI,Success,Purchase
TXN009439,CUST03754,2026-04-06,633.92,UPI,Success,Transfer
TXN009440,CUST46790,2026-09-02,285.48,UPI,Failed,Transfer
TXN009441,CUST02609,2025-01-11,1771.48,Digital Wallets,Refunded,Deposit
TXN009442,CUST33444,2025-03-24,1819.71,Cash,Success,Purchase
TXN009443,CUST28339,2025-08-06,3281.55,UPI,Success,Withdrawl
TXN009444,CUST40967,2027-08-15,4427.28,Cash,Success,Refund
TXN009445,CUST47557,2026-10-05,2888.51,Cash,Success,Transfer
TXN009446,CUST13471,2026-04-26,5160.26,Bank Transfer,Success,Transfer
TXN009447,CUST34729,2026-12-25,1516.85,UPI,Failed,Subscription
TXN009448,CUST40326,2026-03-03,3375.77,UPI,Success,Bill Payment
TXN009449,CUST32544,2026-06-23,1538.68,UPI,Success,Bill Payment
TXN009450,CUST45432,2027-04-12,743.77,UPI,Success,Purchase
TXN009451,CUST22104,2028-07-16,5432.77,UPI,Refunded,Deposit
TXN009452,CUST40458,2026-12-11,3609.65,Cheque,Success,Bill Payment
TXN009453,CUST44481,2026-07-29,2484.32,UPI,Success,Withdrawl
TXN009454,CUST48954,2026-02-21,836.85,Cash,Success,Refund
TXN009455,CUST02421,2025-05-14,830.1,UPI,Success,Bill Payment
TXN009456,CUST43192,2024-09-28,224.68,UPI,Refunded,Deposit
TXN009457,CUST47979,2028-11-01,1708.27,Cards,Success,Purchase
TXN009458,CUST20726,2028-04-22,4153.09,UPI,Success,Deposit
TXN009459,CUST02650,2025-01-03,2023.48,UPI,Success,Bill Payment
TXN009460,CUST42062,2029-02-03,3135.69,UPI,Success,Purchase
TXN009461,CUST39292,2025-05-12,1973.18,UPI,Success,Purchase
TXN009462,CUST35541,2027-06-11,3435.96,Cash,Success,bill payment
TXN009463,CUST48728,2023-11-12,938.52,,Refunded,
TXN009464,CUST17720,2029-03-05,46820.18,UPI,Failed,Bill Payment
TXN009465,CUST42014,2025-06-27,777.87,Cards,Success,Bill Payment
TXN009466,CUST14603,2025-03-18,638.82,UPI,Success,Withdrawl
TXN009467,CUST42357,2028-07-09,322.95,UPI,Success,Purchase
TXN009468,CUST17147,2028-06-28,402.99,Cash,Refunded,Purchase
TXN009469,CUST35001,2026-12-07,1407.13,UPI,Success,Deposit
TXN009470,CUST48271,2025-09-10,855.39,UPI,Success,Bill Payment
TXN009471,CUST14843,2023-02-09,1865.8,UPI,Success,Deposit
TXN009472,CUST15114,2027-08-10,1301.12,,Pending,Withdrawl
TXN009473,CUST16728,2026-10-14,1282.4,UPI,Success,Purchase
TXN009474,CUST33511,2024-04-12,21196.39,Cash,Success,Refund
TXN009475,CUST43089,2024-12-21,221.83,UPI,Success,Purchase
TXN009476,CUST25300,2027-05-07,856.71,credit card,Success,Purchase
TXN009477,CUST45222,2028-09-05,1817.01,UPI,Success,Deposit
TXN009478,CUST00205,2025-11-20,498.34,UPI,Success,Purchase
TXN009479,CUST14312,2024-03-10,289.46,UPI,Failed,Subscription
TXN009480,CUST04153,2027-12-16,731.89,,Refunded,Bill Payment
TXN009481,CUST43454,2026-11-17,931.88,UPI,Failed,Refund
TXN009482,CUST06101,2026-10-18,1512.76,Cash,Success,Purchase
TXN009483,CUST25236,2028-05-12,584.99,UPI,Success,Bill Payment
TXN009484,CUST14742,2027-11-14,555.03,Cash,Success,
TXN009485,CUST13965,2024-03-09,8414.82,Cash,Refunded,Bill payment
TXN009486,CUST27619,2025-10-06,295.88,UPI,Success,Withdrawl
TXN009487,CUST07104,2026-06-28,7589.82,UPI,Success,Bill Payment
TXN009488,CUST06072,2026-07-12,605.51,UPI,Success,Withdrawl
TXN009489,CUST40775,2028-09-14,1243.98,UPI,Success,Purchase
TXN009490,CUST11917,2027-03-12,726.43,Cards,Success,Bill Payment
TXN009491,CUST19492,2024-12-28,3356.54,UPI,Pending,Transfer
TXN009492,CUST23013,2027-06-13,1070.85,UPI,Refunded,Purchase
TXN009493,CUST23813,2026-11-28,2664.4,Digital Wallets,Success,Purchase
TXN009494,CUST41952,2025-09-06,475.66,Cash,Success,Purchase
TXN009495,CUST16716,2027-01-03,2372.95,,Success,Purchase
TXN009496,CUST19394,2026-12-03,192.19,UPI,Success,Transfer
TXN009497,CUST40269,2027-01-30,1362.02,UPI,Success,Purchase
TXN009498,CUST16065,2025-10-29,646.36,,Success,Bill Payment
TXN009499,CUST37928,2025-02-08,476.98,Digital Wallets,Refunded,Transfer
TXN009500,CUST42279,2025-10-03,515.48,UPI,Failed,Withdrawl
TXN009501,CUST36271,2026-02-13,,,Success,Transfer
TXN009502,CUST31994,2028-03-21,1727.28,UPI,Success,Withdrawl
TXN009503,CUST26117,2027-03-18,647.38,UPI,Pending,Purchase
TXN009504,CUST31902,2027-08-17,,UPI,Success,Transfer
TXN009505,CUST49182,2025-07-28,417.93,Digital Wallets,Success,Withdrawl
TXN009506,CUST19680,2027-04-09,796.83,Cash,Pending,Transfer
TXN009507,CUST00759,2027-06-13,470.45,Cash,Success,Purchase
TXN009508,CUST19830,2027-12-31,2752.61,Bank Transfer,Success,Purchase
TXN009509,CUST13976,2026-06-03,572.16,UPI,Success,Transfer
TXN009510,CUST36313,2025-03-01,286.15,UPI,Success,Withdrawl
TXN009511,CUST14803,2024-05-28,2173.15,UPI,SUCCESS,Purchase
TXN009512,CUST32382,2026-09-27,5287.42,UPI,Success,Refund
TXN009513,CUST24635,2024-03-22,660.09,Cards,Failed,Refund
TXN009514,CUST48669,2024-01-09,759.09,UPI,Success,Bill Payment
TXN009515,CUST47083,2026-11-03,864.53,Cash,Success,Deposit
TXN009516,CUST34677,2024-10-30,4347.45,UPI,Refunded,Withdrawl
TXN009517,CUST08917,2028-07-27,658.99,Digital Wallets,Success,Transfer
TXN009518,CUST41535,2025-12-29,1084.87,UPI,Failed,Bill Payment
TXN009519,CUST47200,2025-11-14,10596.1,UPI,Success,Bill Payment
TXN009520,CUST30223,2024-03-02,10833.86,UPI,Success,Transfer
TXN009521,CUST09900,2029-11-25,980.7,Cash,Success,Deposit
