transaction_id,customer_id,payment_date,amount,payment_mode,transaction_status,transaction_type
TXN030560,CUST21216,2026-04-27,2692.55,UPI,Success,Purchase
TXN030561,CUST06699,2025-06-03,6396.35,UPI,Success,Transfer
TXN030564,CUST34541,2024-03-12,3298.8,Cheque,Success,Transfer
TXN030570,CUST25594,2024-02-19,587.2,UPI,Success,Purchase
TXN030571,CUST48321,2026-07-20,1473.72,UPI,Success,Purchase
TXN030572,CUST26356,2026-05-23,771.04,UPI,Pending,Purchase
TXN030573,CUST33159,2025-12-08,795.53,UPI,Success,Subscription
TXN030574,CUST23066,2024-02-26,2306.46,UPI,Success,Bill Payment
TXN030576,CUST24694,2026-03-17,570.0,Card,Success,Refund
TXN030577,CUST41219,2025-01-28,159.87,UPI,Cancelled,Bill Payment
TXN030578,CUST38128,2026-07-02,13465.37,UPI,Success,Transfer
TXN030579,CUST35599,2024-12-30,1200.99,UPI,Pending,Deposit
TXN030581,CUST12158,2026-02-10,1272.73,UPI,Failed,Withdrawal
TXN030582,CUST39307,2025-06-30,488.08,UPI,Success,Deposit
TXN030583,CUST24523,2025-03-11,538.59,UPI,Success,Purchase
TXN030584,CUST19808,2024-05-31,1674.55,Digital Wallet,Success,Subscription
TXN030587,CUST33173,2026-01-07,703.38,Cash,Success,Transfer
TXN030588,CUST00512,2026-05-03,1480.545,UPI,Success,Withdrawal
TXN030590,CUST20382,2026-02-23,5765.25,UPI,Failed,Withdrawal
TXN030596,CUST40095,2026-07-03,548.15,UPI,Success,Purchase
TXN030597,CUST42657,2024-07-25,2371.45,UPI,Pending,Deposit
TXN030598,CUST28807,2025-06-18,952.69,UPI,Refunded,Purchase
TXN030601,CUST33103,2026-03-29,1580.96,UPI,Success,Deposit
TXN030603,CUST24293,2026-07-05,579.53,UPI,Success,Transfer
TXN030604,CUST25404,2025-08-27,524.9,UPI,Success,Purchase
TXN030605,CUST06775,2024-07-24,6676.57,UPI,Success,Withdrawal
TXN030610,CUST14172,2026-01-06,267.24,UPI,Success,Transfer
TXN030613,CUST22220,2026-07-10,14429.37,Cash,Success,Purchase
TXN030614,CUST36673,2025-10-31,2660.75,UPI,Success,Purchase
TXN030615,CUST21511,2025-10-24,1983.58,Digital Wallet,Success,Bill Payment
TXN030618,CUST11477,2025-10-13,1373.15,UPI,Success,Bill Payment
TXN030619,CUST43046,2024-03-07,770.3,UPI,Success,Bill Payment
TXN030620,CUST21673,2024-03-22,2062.03,UPI,Success,Purchase
TXN030621,CUST29657,2024-01-07,3481.71,UPI,Success,Withdrawal
TXN030625,CUST33941,2024-03-01,2489.49,UPI,Refunded,Transfer
TXN030626,CUST18747,2025-03-14,1525.51,UPI,Success,Withdrawal
TXN030627,CUST15296,2024-03-24,4111.04,UPI,Success,Purchase
TXN030629,CUST42258,2025-02-21,2339.22,UPI,Success,Refund
TXN030632,CUST33971,2024-11-17,3491.08,Cash,Success,Bill Payment
TXN030633,CUST19858,2024-10-16,421.49,Unknown,Success,Bill Payment
TXN030634,CUST24123,2024-07-17,951.95,UPI,Success,Bill Payment
TXN030636,CUST19564,2026-06-30,718.9,UPI,Success,Purchase
TXN030637,CUST28900,2026-01-22,3055.16,Digital Wallet,Success,Purchase
TXN030638,CUST14119,2026-02-01,1321.67,UPI,Refunded,Bill Payment
TXN030641,CUST10799,2025-05-15,4252.81,UPI,Success,Purchase
TXN030642,CUST16800,2026-02-05,499.89,Card,Success,Transfer
TXN030644,CUST22207,2024-11-05,3534.94,UPI,Success,Bill Payment
TXN030645,CUST28148,2025-03-17,12283.17,UPI,Success,Transfer
TXN030647,CUST11654,2025-06-03,2436.71,Cash,Success,Bill Payment
TXN030650,CUST08786,2026-02-28,338.4,UPI,Success,Purchase
TXN030654,CUST21613,2025-03-30,1930.57,Cash,Refunded,Purchase
TXN030656,CUST32676,2025-12-15,3314.1,UPI,Success,Bill Payment
TXN030657,CUST04631,2024-07-07,1129.7,UPI,Success,Deposit
TXN030658,CUST38371,2025-10-09,652.21,UPI,Success,Refund
TXN030660,CUST33701,2024-09-16,1929.62,Unknown,Success,Withdrawal
TXN030662,CUST25371,2024-04-16,1059.06,Digital Wallet,Success,Refund
TXN030663,CUST49044,2026-01-26,794.95,Cash,Success,Purchase
TXN030664,CUST28782,2026-06-13,1406.05,Card,Success,Purchase
TXN030666,CUST04056,2025-12-11,732.98,UPI,Success,Transfer
TXN030669,CUST17725,2026-02-16,1480.545,Cash,Failed,Deposit
TXN030671,CUST08594,2024-12-06,1990.16,Cash,Success,Withdrawal
TXN030672,CUST44558,2025-04-23,1616.48,UPI,Failed,Purchase
TXN030673,CUST24633,2025-07-16,2778.29,UPI,Success,Bill Payment
TXN030678,CUST23633,2024-09-14,2474.88,Cash,Failed,Bill Payment
TXN030680,CUST36782,2025-05-29,1351.2,Digital Wallet,Success,Purchase
TXN030681,CUST02844,2026-07-18,6851.63,UPI,Failed,Purchase
TXN030685,CUST03546,2026-01-25,663.73,UPI,Refunded,Purchase
TXN030688,CUST49116,2026-07-23,1557.33,UPI,Success,Deposit
TXN030689,CUST11624,2024-08-24,5700.48,Cash,Success,Transfer
TXN030690,CUST14390,2025-06-14,20084.96,UPI,Success,Transfer
TXN030692,CUST36634,2023-11-09,865.81,Cash,Success,Refund
TXN030693,CUST10424,2025-10-12,41.83,UPI,Success,Unknown
TXN030695,CUST00009,2026-07-28,734.96,UPI,Success,Withdrawal
TXN030698,CUST10766,2025-11-30,3649.5,UPI,Success,Refund
TXN030699,CUST06973,2026-04-10,3278.87,Bank Transfer,Success,Purchase
TXN030700,CUST00789,2024-11-16,722.6,UPI,Refunded,Purchase
TXN030701,CUST41064,2026-06-12,1257.76,UPI,Pending,Purchase
TXN030704,CUST37094,2026-06-21,1816.85,UPI,Pending,Purchase
TXN030705,CUST36178,2025-07-18,3548.36,UPI,Success,Bill Payment
TXN030706,CUST19222,2023-10-08,950.11,UPI,Success,Bill Payment
TXN030708,CUST03442,2026-01-08,399.54,UPI,Success,Purchase
TXN030709,CUST48262,2026-05-15,2257.61,UPI,Success,Bill Payment
TXN030710,CUST39288,2024-11-20,1772.15,Cash,Success,Withdrawal
TXN030711,CUST24512,2024-03-15,4888.3,UPI,Success,Purchase
TXN030713,CUST07353,2026-03-17,4758.77,Cash,Success,Refund
TXN030715,CUST44411,2026-06-18,3318.69,UPI,Success,Bill Payment
TXN030716,CUST46364,2026-05-22,537.35,UPI,Success,Refund
TXN030719,CUST21167,2026-05-21,451.25,Digital Wallet,Success,Transfer
TXN030721,CUST11262,2025-05-21,5848.83,UPI,Refunded,Refund
TXN030722,CUST19024,2023-10-29,461.19,UPI,Success,Purchase
TXN030726,CUST05237,2025-03-19,450.73,UPI,Success,Purchase
TXN030728,CUST46830,2026-08-20,1120.67,UPI,Success,Refund
TXN030729,CUST26409,2024-06-06,2637.63,UPI,Refunded,Purchase
TXN030730,CUST38912,2025-03-31,3139.43,UPI,Refunded,Purchase
TXN030732,CUST10925,2026-07-02,3028.39,UPI,Success,Subscription
TXN030733,CUST37941,2025-04-08,8185.75,UPI,Success,Withdrawal
TXN030734,CUST43040,2025-01-09,7067.18,UPI,Success,Bill Payment
TXN030735,CUST14221,2026-03-02,368.92,UPI,Success,Transfer
TXN030736,CUST38011,2026-08-02,1480.545,Cash,Refunded,Purchase
TXN030737,CUST26527,2026-03-21,5426.08,UPI,Failed,Withdrawal
TXN030738,CUST44444,2026-06-18,1466.97,UPI,Success,Purchase
TXN030739,CUST26527,2026-04-24,6388.44,UPI,Success,Subscription
TXN030740,CUST04093,2024-10-27,3609.6,UPI,Cancelled,Deposit
TXN030741,CUST43925,2024-09-22,367.91,UPI,Pending,Transfer
TXN030742,CUST01090,2024-01-02,4357.02,Cash,Refunded,Transfer
TXN030743,CUST33308,2024-08-14,1050.66,Cash,Success,Purchase
TXN030745,CUST16257,2024-06-13,498.17,UPI,Success,Purchase
TXN030747,CUST30599,2026-06-05,2012.63,UPI,Success,Transfer
TXN030748,CUST24507,2024-05-03,2369.94,UPI,Success,Withdrawal
TXN030749,CUST29757,2025-12-07,1480.545,Unknown,Refunded,Bill Payment
TXN030752,CUST46322,2024-12-02,3644.09,Cash,Success,Bill Payment
TXN030753,CUST29355,2024-05-17,2742.82,Digital Wallet,Success,Transfer
TXN030754,CUST01176,2025-12-17,698.59,UPI,Failed,Withdrawal
TXN030757,CUST12062,2026-05-02,826.47,UPI,Failed,Bill Payment
TXN030758,CUST05055,2023-11-20,945.78,Cash,Success,Refund
TXN030759,CUST08694,2025-09-28,1079.61,Cash,Success,Refund
TXN030766,CUST17384,2026-04-24,8092.61,UPI,Success,Withdrawal
TXN030768,CUST28833,2023-08-14,3798.57,UPI,Success,Purchase
TXN030770,CUST08601,2025-11-21,6392.66,UPI,Success,Deposit
TXN030771,CUST11325,2024-12-20,443.14,UPI,Failed,Deposit
TXN030773,CUST02386,2026-08-09,872.7,UPI,Success,Purchase
TXN030774,CUST24426,2026-02-04,541.53,Cash,Success,Bill Payment
TXN030775,CUST34608,2025-07-22,400.35,UPI,Success,Purchase
TXN030776,CUST28833,2025-11-15,1867.28,UPI,Success,Purchase
TXN030781,CUST29095,2026-05-05,205.23,UPI,Success,Withdrawal
TXN030782,CUST05827,2024-01-29,1679.48,UPI,Success,Bill Payment
TXN030783,CUST27995,2025-11-04,2076.09,UPI,Success,Purchase
TXN030786,CUST39117,2026-03-30,1228.2,Cash,Success,Deposit
TXN030788,CUST21961,2024-03-26,4162.47,Cash,Cancelled,Purchase
TXN030789,CUST25173,2026-05-05,527.84,UPI,Failed,Purchase
TXN030792,CUST13320,2026-01-21,698.85,UPI,Success,Purchase
TXN030793,CUST37021,2023-06-20,9489.65,UPI,Pending,Deposit
TXN030794,CUST13205,2024-09-20,3877.36,UPI,Success,Bill Payment
TXN030795,CUST19598,2024-07-12,475.38,UPI,Success,Refund
TXN030796,CUST32604,2024-09-15,7692.95,UPI,Success,Deposit
TXN030797,CUST01512,2026-05-31,5220.62,UPI,Success,Withdrawal
TXN030798,CUST09719,2026-01-25,4607.87,UPI,Success,Withdrawal
TXN030800,CUST26452,2025-09-04,773.12,UPI,Success,Purchase
TXN030801,CUST20809,2026-01-01,1415.71,UPI,Pending,Refund
TXN030803,CUST44329,2026-02-25,857.78,UPI,Success,Purchase
TXN030804,CUST25367,2025-09-24,2913.43,UPI,Success,Withdrawal
TXN030805,CUST20963,2026-05-25,512.1,UPI,Failed,Refund
TXN030807,CUST10087,2025-06-12,2116.5,Unknown,Success,Deposit
TXN030808,CUST25242,2025-12-29,599.32,UPI,Refunded,Purchase
TXN030810,CUST35022,2026-02-27,1352.51,UPI,Success,Purchase
TXN030811,CUST13898,2023-05-09,8175.06,UPI,Success,Purchase
TXN030812,CUST42491,2025-05-31,227.93,UPI,Success,Transfer
TXN030813,CUST16862,2025-11-19,2014.97,Cash,Success,Transfer
TXN030816,CUST48473,2026-08-17,549.59,UPI,Success,Bill Payment
TXN030817,CUST45368,2024-11-25,4812.92,UPI,Success,Deposit
TXN030818,CUST25372,2024-12-08,1728.67,UPI,Success,Withdrawal
TXN030821,CUST41206,2025-10-05,617.05,Cash,Success,Purchase
TXN030822,CUST10492,2026-04-18,7163.29,UPI,Refunded,Transfer
TXN030824,CUST40237,2026-05-26,350.53,UPI,Refunded,Bill Payment
TXN030825,CUST03602,2024-11-09,518.95,UPI,Success,Purchase
TXN030826,CUST06559,2026-06-15,1578.15,UPI,Success,Deposit
TXN030827,CUST31159,2026-01-13,1672.61,UPI,Success,Withdrawal
TXN030828,CUST20105,2026-03-27,10779.44,UPI,Success,Transfer
TXN030829,CUST45648,2025-03-15,760.19,UPI,Success,Deposit
TXN030831,CUST41484,2026-06-01,4291.22,UPI,Success,Unknown
TXN030832,CUST30988,2025-09-17,1480.545,Cash,Success,Withdrawal
TXN030836,CUST03432,2024-12-23,702.91,Cash,Success,Withdrawal
TXN030837,CUST37651,2026-04-18,116.85,Unknown,Success,Transfer
TXN030839,CUST44243,2025-02-02,2220.64,UPI,Success,Deposit
TXN030841,CUST34623,2026-06-02,2048.72,UPI,Success,Bill Payment
TXN030842,CUST49187,2025-01-17,2962.87,UPI,Success,Purchase
TXN030843,CUST17955,2026-03-19,4319.69,Cash,Success,Purchase
TXN030844,CUST04915,2025-04-25,298.54,UPI,Refunded,Purchase
TXN030845,CUST14749,2025-04-11,1896.81,UPI,Success,Withdrawal
TXN030846,CUST27606,2025-02-17,192.78,UPI,Success,Purchase
TXN030847,CUST28428,2025-05-08,1251.57,UPI,Success,Bill Payment
TXN030848,CUST01118,2025-08-10,2320.86,UPI,Success,Purchase
TXN030850,CUST25068,2025-08-25,2157.54,UPI,Success,Transfer
TXN030854,CUST20183,2025-01-31,861.39,Cash,Pending,Deposit
TXN030855,CUST49649,2024-02-05,247.41,Digital Wallet,Success,Withdrawal
TXN030857,CUST33875,2025-03-02,1927.21,UPI,Success,Deposit
TXN030859,CUST01436,2024-06-28,135.37,UPI,Success,Deposit
TXN030862,CUST41969,2025-12-22,6904.5,Unknown,Success,Transfer
TXN030863,CUST30604,2025-04-16,3461.54,UPI,Refunded,Transfer
TXN030864,CUST36831,2025-07-18,1836.29,UPI,Success,Transfer
TXN030867,CUST36841,2023-12-16,6127.23,Cash,Success,Purchase
TXN030868,CUST18005,2026-03-14,420.23,UPI,Success,Refund
TXN030869,CUST26090,2025-03-27,306.25,Digital Wallet,Success,Bill Payment
TXN030871,CUST18947,2025-12-29,2604.83,UPI,Refunded,Bill Payment
TXN030872,CUST24134,2025-01-05,1353.08,UPI,Success,Refund
TXN030874,CUST14424,2025-11-20,1202.97,Cash,Refunded,Purchase
TXN030875,CUST07751,2025-09-12,1426.79,UPI,Success,Transfer
TXN030879,CUST27073,2024-10-13,1004.47,UPI,Success,Unknown
TXN030881,CUST21269,2024-07-04,1352.46,UPI,Success,Withdrawal
TXN030885,CUST18625,2024-08-16,10758.2,UPI,Refunded,Deposit
TXN030890,CUST47490,2024-11-23,1500.09,UPI,Success,Purchase
TXN030891,CUST49393,2024-03-05,1886.62,Digital Wallet,Success,Bill Payment
TXN030893,CUST22500,2024-11-01,5341.54,UPI,Pending,Deposit
TXN030895,CUST36656,2026-05-20,3448.87,UPI,Failed,Subscription
TXN030898,CUST02283,2025-02-08,9698.27,UPI,Success,Subscription
TXN030900,CUST04025,2024-03-03,401.92,UPI,Success,Transfer
TXN030901,CUST29625,2024-11-29,7041.56,UPI,Success,Withdrawal
TXN030902,CUST24457,2023-04-30,2475.73,UPI,Success,Purchase
TXN030905,CUST34213,2024-02-26,194.66,UPI,Success,Purchase
TXN030906,CUST37820,2025-02-23,325.35,UPI,Success,Bill Payment
TXN030907,CUST10592,2024-08-15,1921.43,UPI,Failed,Refund
TXN030908,CUST44361,2025-04-14,705.69,UPI,Success,Bill Payment
TXN030909,CUST33001,2026-03-12,1454.88,UPI,Success,Bill Payment
TXN030910,CUST29556,2026-05-31,1690.11,UPI,Refunded,Purchase
TXN030911,CUST33545,2025-01-01,492.49,UPI,Success,Transfer
TXN030913,CUST21783,2025-05-05,93.85,UPI,Success,Bill Payment
TXN030914,CUST34772,2024-11-26,5808.24,UPI,Success,Deposit
TXN030916,CUST07325,2026-04-12,2794.63,Digital Wallet,Success,Deposit
TXN030917,CUST16133,2026-04-13,536.91,UPI,Success,Transfer
TXN030920,CUST34060,2023-11-22,1892.07,Cash,Success,Purchase
TXN030921,CUST47227,2025-03-20,2095.47,UPI,Failed,Transfer
TXN030922,CUST30249,2024-11-07,4183.22,UPI,Success,Bill Payment
TXN030923,CUST21341,2025-10-01,1082.47,UPI,Success,Purchase
TXN030924,CUST48439,2024-05-22,5968.3,Cash,Success,Transfer
TXN030925,CUST10006,2025-03-01,2604.2,UPI,Success,Withdrawal
TXN030926,CUST42717,2025-10-22,231.84,UPI,Success,Deposit
TXN030927,CUST02276,2024-05-07,1354.39,UPI,Pending,Deposit
TXN030929,CUST11367,2025-04-23,1193.12,Card,Success,Purchase
TXN030930,CUST04461,2026-04-04,1230.26,UPI,Success,Purchase
TXN030934,CUST16241,2026-07-26,122.97,Card,Success,Withdrawal
TXN030935,CUST49130,2026-05-09,646.37,Cash,Success,Purchase
TXN030936,CUST04785,2025-10-28,1480.545,UPI,Success,Purchase
TXN030939,CUST34588,2024-12-22,325.65,UPI,Success,Deposit
TXN030940,CUST19595,2026-04-26,3064.72,UPI,Success,Transfer
TXN030942,CUST27276,2025-05-04,453.4,UPI,Refunded,Purchase
TXN030943,CUST05387,2025-05-29,1816.66,Bank Transfer,Refunded,Deposit
TXN030944,CUST31725,2025-12-12,2688.93,Cash,Success,Transfer
TXN030945,CUST36171,2026-03-20,674.89,UPI,Refunded,Purchase
TXN030946,CUST14738,2025-09-17,12012.01,UPI,Refunded,Bill Payment
TXN030947,CUST47629,2025-12-14,2821.17,Digital Wallet,Success,Bill Payment
TXN030949,CUST14571,2025-11-23,243.98,UPI,Failed,Transfer
TXN030950,CUST24257,2026-06-18,1098.81,Cash,Success,Bill Payment
TXN030951,CUST09675,2024-11-08,974.07,UPI,Failed,Bill Payment
TXN030952,CUST23058,2026-01-26,1272.52,UPI,Success,Bill Payment
TXN030953,CUST35774,2025-06-18,3270.01,UPI,Success,Purchase
TXN030957,CUST34872,2025-05-29,1480.545,UPI,Success,Withdrawal
TXN030958,CUST09369,2024-04-06,234.89,UPI,Success,Withdrawal
TXN030959,CUST42202,2024-10-27,1398.45,UPI,Success,Withdrawal
TXN030960,CUST11076,2025-11-10,3011.63,Cash,Refunded,Bill Payment
TXN030962,CUST07367,2024-06-09,1708.35,Cash,Success,Purchase
TXN030963,CUST01611,2025-08-16,1402.56,UPI,Success,Transfer
TXN030965,CUST36689,2026-01-03,603.97,UPI,Success,Purchase
TXN030966,CUST07854,2026-02-24,5343.87,UPI,Success,Bill Payment
TXN030968,CUST41753,2026-05-18,2123.81,Digital Wallet,Success,Deposit
TXN030971,CUST19095,2024-04-21,6614.58,UPI,Success,Transfer
TXN030972,CUST34078,2023-07-16,1285.92,UPI,Refunded,Transfer
TXN030975,CUST26679,2023-10-13,1480.545,Card,Success,Purchase
TXN030976,CUST27816,2025-06-05,2887.17,Cash,Success,Purchase
TXN030977,CUST05683,2024-05-09,3702.17,UPI,Success,Bill Payment
TXN030978,CUST27719,2026-01-31,1480.545,UPI,Pending,Bill Payment
TXN030979,CUST41582,2023-11-28,3794.41,Cash,Success,Bill Payment
TXN030983,CUST34331,2025-11-16,347.25,UPI,Success,Bill Payment
TXN030984,CUST16377,2025-10-23,1037.49,UPI,Failed,Subscription
TXN030986,CUST15917,2026-05-20,15999.68,UPI,Success,Purchase
TXN030987,CUST27015,2025-08-23,1169.1,UPI,Success,Purchase
TXN030989,CUST27261,2025-10-06,400.74,UPI,Success,Withdrawal
TXN030990,CUST24145,2024-07-05,7543.36,Cash,Success,Purchase
TXN030992,CUST05385,2024-11-12,2779.05,Unknown,Success,Deposit
TXN030993,CUST31533,2024-12-08,4092.56,UPI,Failed,Withdrawal
TXN030997,CUST19315,2024-12-23,727.27,Cash,Success,Purchase
TXN030998,CUST47426,2023-07-16,2298.18,Cheque,Failed,Purchase
TXN030999,CUST48704,2025-12-02,661.42,Cheque,Success,Deposit
TXN031004,CUST22240,2025-02-17,982.64,UPI,Success,Withdrawal
TXN031007,CUST49572,2026-06-14,306.05,UPI,Success,Refund
TXN031008,CUST36079,2025-05-27,1480.545,UPI,Success,Deposit
TXN031009,CUST15938,2025-04-28,708.2,UPI,Success,Withdrawal
TXN031010,CUST30875,2026-07-16,190.02,UPI,Success,Bill Payment
TXN031011,CUST39162,2024-02-15,3469.49,Cash,Refunded,Subscription
TXN031013,CUST00291,2024-03-01,3212.74,Card,Refunded,Refund
TXN031016,CUST25661,2025-06-02,959.49,Digital Wallet,Refunded,Transfer
TXN031017,CUST11441,2025-11-27,1494.81,UPI,Success,Purchase
TXN031018,CUST02006,2024-03-05,6808.82,UPI,Success,Purchase
TXN031020,CUST36440,2023-07-11,6928.01,UPI,Success,Purchase
TXN031022,CUST21137,2025-10-10,648.98,UPI,Failed,Bill Payment
TXN031024,CUST47087,2023-12-18,781.61,Digital Wallet,Success,Purchase
TXN031026,CUST27976,2026-03-28,509.27,UPI,Success,Deposit
TXN031027,CUST22146,2024-05-28,1318.45,UPI,Failed,Bill Payment
TXN031029,CUST11742,2026-08-04,2421.69,Cash,Failed,Purchase
TXN031031,CUST05551,2026-02-20,3996.78,UPI,Success,Withdrawal
TXN031033,CUST14483,2025-11-23,435.83,UPI,Success,Purchase
TXN031035,CUST10774,2024-07-08,1469.58,UPI,Success,Purchase
TXN031036,CUST09369,2025-06-27,1546.57,UPI,Success,Transfer
TXN031037,CUST43876,2024-12-19,5678.92,UPI,Success,Purchase
TXN031040,CUST41086,2023-08-15,1327.79,UPI,Failed,Withdrawal
TXN031041,CUST03761,2025-08-27,6103.71,UPI,Pending,Transfer
TXN031042,CUST03092,2024-05-08,398.16,Unknown,Success,Purchase
TXN031043,CUST05829,2026-05-29,353.59,UPI,Success,Withdrawal
TXN031044,CUST15948,2026-03-18,4550.65,Cheque,Failed,Deposit
TXN031045,CUST20328,2025-11-26,527.97,UPI,Success,Refund
TXN031046,CUST01041,2026-07-21,1480.545,UPI,Pending,Bill Payment
TXN031047,CUST44888,2025-06-08,13137.37,UPI,Success,Withdrawal
TXN031048,CUST31290,2026-01-08,1335.36,UPI,Success,Purchase
TXN031049,CUST18181,2025-05-23,408.56,UPI,Success,Transfer
TXN031051,CUST29254,2025-01-27,10938.71,UPI,Success,Purchase
TXN031053,CUST04815,2025-02-25,1209.36,UPI,Success,Purchase
TXN031055,CUST06096,2024-05-13,1039.29,UPI,Success,Purchase
TXN031056,CUST37040,2025-05-08,330.68,Cash,Success,Purchase
TXN031058,CUST16872,2025-07-26,238.27,Cash,Cancelled,Purchase
TXN031060,CUST08038,2025-05-26,1480.545,Digital Wallet,Success,Transfer
TXN031061,CUST20907,2025-12-14,1409.02,UPI,Success,Purchase
TXN031062,CUST22070,2023-05-14,1079.81,UPI,Success,Purchase
TXN031064,CUST07588,2025-01-11,1160.4,UPI,Refunded,Withdrawal
TXN031065,CUST29610,2026-06-12,19014.77,Card,Success,Deposit
TXN031066,CUST29414,2025-05-31,2314.63,UPI,Refunded,Bill Payment
TXN031068,CUST19402,2026-03-08,3184.16,Cash,Refunded,Transfer
TXN031069,CUST29034,2023-09-06,4325.33,Cash,Success,Purchase
TXN031074,CUST16746,2024-02-04,528.72,UPI,Success,Withdrawal
TXN031077,CUST08476,2025-03-07,925.25,Cash,Success,Purchase
TXN031078,CUST16338,2026-04-20,858.46,UPI,Success,Purchase
TXN031079,CUST36113,2025-08-08,1663.57,UPI,Failed,Deposit
TXN031080,CUST33015,2025-10-19,339.35,UPI,Success,Transfer
TXN031082,CUST43382,2025-08-14,1480.545,UPI,Cancelled,Bill Payment
TXN031083,CUST35056,2026-05-18,1099.86,UPI,Failed,Purchase
TXN031088,CUST49960,2026-05-21,493.93,UPI,Success,Purchase
TXN031089,CUST37645,2025-05-31,9256.49,Cash,Success,Transfer
TXN031090,CUST01795,2026-08-10,5225.51,UPI,Success,Purchase
TXN031098,CUST15463,2025-06-09,5252.73,Digital Wallet,Success,Purchase
TXN031099,CUST33361,2023-05-25,6553.87,UPI,Success,Purchase
TXN031100,CUST16199,2026-01-13,2409.28,Cheque,Refunded,Withdrawal
TXN031101,CUST26081,2026-01-28,466.81,UPI,Success,Withdrawal
TXN031102,CUST19187,2025-09-21,2225.66,UPI,Success,Purchase
TXN031106,CUST18531,2023-11-20,6000.98,UPI,Success,Refund
TXN031108,CUST30490,2025-01-17,1337.41,Cheque,Success,Purchase
TXN031112,CUST10198,2025-12-01,688.19,UPI,Refunded,Purchase
TXN031114,CUST08202,2024-09-15,1534.38,UPI,Success,Purchase
TXN031117,CUST33910,2026-02-11,609.99,UPI,Success,Refund
TXN031120,CUST12402,2026-06-30,5446.74,UPI,Failed,Refund
TXN031123,CUST05668,2025-12-28,1480.545,UPI,Refunded,Purchase
TXN031129,CUST27127,2025-02-12,4093.12,UPI,Success,Withdrawal
TXN031133,CUST08153,2024-10-22,635.19,Cash,Success,Refund
TXN031135,CUST33491,2024-07-29,969.46,UPI,Success,Purchase
TXN031141,CUST01156,2026-01-02,272.82,UPI,Success,Bill Payment
TXN031142,CUST34155,2025-04-22,891.01,Cash,Success,Purchase
TXN031143,CUST36182,2025-02-14,1582.85,UPI,Failed,Purchase
TXN031145,CUST41641,2025-06-15,467.62,UPI,Success,Transfer
TXN031146,CUST16988,2024-02-15,5051.32,UPI,Refunded,Purchase
TXN031147,CUST42849,2025-09-22,640.42,UPI,Success,Bill Payment
TXN031148,CUST24023,2025-06-28,1129.2,UPI,Success,Purchase
TXN031152,CUST43949,2025-12-12,706.55,Card,Success,Deposit
TXN031155,CUST48079,2024-11-01,749.02,UPI,Failed,Purchase
TXN031157,CUST47511,2023-09-04,1106.49,UPI,Success,Bill Payment
TXN031158,CUST47666,2024-01-10,8708.35,UPI,Refunded,Purchase
TXN031159,CUST08330,2024-08-01,672.1,Cash,Failed,Subscription
TXN031161,CUST35637,2025-06-17,6862.51,UPI,Success,Purchase
TXN031162,CUST46811,2026-07-10,509.8,UPI,Pending,Purchase
TXN031164,CUST13420,2024-09-12,342.69,Cash,Success,Purchase
TXN031165,CUST22497,2026-07-04,398.01,Unknown,Success,Purchase
TXN031166,CUST16894,2025-09-29,3241.74,UPI,Success,Bill Payment
TXN031167,CUST12633,2025-10-06,2865.48,Unknown,Success,Bill Payment
TXN031169,CUST38799,2026-02-13,2829.05,UPI,Failed,Purchase
TXN031170,CUST22892,2024-05-09,1513.26,Cash,Success,Purchase
TXN031172,CUST34348,2025-02-28,619.3,UPI,Success,Purchase
TXN031173,CUST08847,2025-02-01,1480.545,UPI,Success,Bill Payment
TXN031174,CUST35633,2025-07-07,3732.04,UPI,Success,Deposit
TXN031175,CUST00352,2024-02-06,1526.06,UPI,Success,Bill Payment
TXN031176,CUST24579,2026-05-06,661.62,UPI,Refunded,Purchase
TXN031177,CUST05643,2026-02-08,5594.97,UPI,Success,Transfer
TXN031178,CUST48555,2025-11-26,1654.6,UPI,Success,Purchase
TXN031180,CUST46190,2025-05-30,156.44,UPI,Refunded,Bill Payment
TXN031181,CUST14733,2024-04-21,2290.76,Cash,Pending,Withdrawal
TXN031182,CUST22338,2025-06-24,803.91,UPI,Success,Purchase
TXN031184,CUST48895,2025-10-30,3299.51,UPI,Refunded,Withdrawal
TXN031186,CUST43828,2024-12-28,2165.85,UPI,Success,Bill Payment
TXN031188,CUST34275,2025-11-29,2003.87,UPI,Success,Transfer
TXN031189,CUST24380,2026-02-23,3451.46,UPI,Success,Purchase
TXN031190,CUST00911,2025-04-02,3012.88,UPI,Pending,Withdrawal
TXN031191,CUST02176,2025-07-04,4054.3,UPI,Refunded,Bill Payment
TXN031193,CUST21783,2025-06-29,1650.17,UPI,Failed,Bill Payment
TXN031196,CUST46588,2024-10-07,843.81,UPI,Success,Purchase
TXN031197,CUST06983,2026-04-28,4206.8,UPI,Failed,Purchase
TXN031198,CUST45017,2026-08-13,24336.39,UPI,Success,Subscription
TXN031199,CUST05089,2024-11-08,2782.33,UPI,Success,Deposit
TXN031201,CUST04888,2023-10-26,1113.9,Cash,Success,Transfer
TXN031202,CUST22732,2025-11-24,2261.12,Digital Wallet,Success,Purchase
TXN031204,CUST26550,2025-09-28,3887.76,UPI,Pending,Bill Payment
TXN031205,CUST24541,2026-05-14,932.23,Cash,Success,Purchase
TXN031207,CUST20885,2025-11-02,2262.94,UPI,Success,Deposit
TXN031209,CUST29875,2025-11-18,1669.59,Cash,Success,Transfer
TXN031214,CUST44475,2025-10-01,4855.22,Unknown,Success,Purchase
